CONTAINER_ID,LINE_CODE,CONTAINER_DATE,DATE,DAY,TIME,AM/PM,CONTAINER_TYPE_CODE,CONTAINER_TYPE,CONTAINER_ISO_CODE,CONTAINER_LENGTH,CONTAINER_HEIGHT,CONTAINER_WIDTH,VENTILATION,DANGEROUS_TRANSPORT,DESIGNATION_CODE,DESIGNATION
ESDU1984950,MLH,10/13/2024,10/13/2024,Sunday,9:24:38,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU4257957,HLL,10/18/2024,10/18/2024,Friday,23:13:59,PM,HRF,High Cubed Refrigerated,45R4,40,9'6'',8,Thermal,No,EXP,Export Service
ESDU3337154,MLH,10/3/2024,10/3/2024,Thursday,23:11:23,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU4025106,ESL,11/22/2024,11/22/2024,Friday,19:54:54,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,EXP,Export Service
TRLU8468803,NVSL,1/20/2024,1/20/2024,Saturday,15:03:58,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU6970930,APL,5/10/2024,5/10/2024,Friday,16:44:21,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU4989770,HLL,8/15/2024,8/15/2024,Thursday,14:08:59,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU5472500,HLL,7/19/2024,7/19/2024,Friday,3:02:08,AM,HRF,High Cubed Refrigerated,45R1,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
GCSU3107402,MLH,10/9/2024,10/9/2024,Wednesday,6:17:32,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU5437834,NVSL,2/28/2024,2/28/2024,Wednesday,19:34:13,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,EXP,Export Service
TRLU9159367,HLL,11/27/2024,11/27/2024,Wednesday,15:31:48,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU5660582,HLL,10/25/2024,10/25/2024,Friday,11:15:25,AM,OT,Open Top,22U1,20,8'6'',8,Ventilated,No,MT,Empty
GCSU2929618,ESL,1/9/2024,1/9/2024,Tuesday,8:03:46,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,EXP,Export Service
ESDU9944922,MLH,5/24/2024,5/24/2024,Friday,22:11:37,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU7942054,MLH,12/24/2024,12/24/2024,Tuesday,2:22:16,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU9280007,APL,9/19/2024,9/19/2024,Thursday,4:25:55,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU7858997,APL,1/15/2024,1/15/2024,Monday,20:01:23,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
WIKU9410451,ESL,2/1/2024,2/1/2024,Thursday,15:48:58,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU4579952,MLH,5/30/2024,5/30/2024,Thursday,2:11:13,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU4847778,NVSL,5/1/2024,5/1/2024,Wednesday,22:32:32,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU6760296,MLH,5/12/2024,5/12/2024,Sunday,15:57:32,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
WIKU2908670,NVSL,1/8/2024,1/8/2024,Monday,0:00:49,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU6598592,MLH,4/18/2024,4/18/2024,Thursday,9:30:10,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4574327,HLL,4/26/2024,4/26/2024,Friday,3:30:25,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU1713075,APL,9/7/2024,9/7/2024,Saturday,23:02:15,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU7558857,NVSL,1/30/2024,1/30/2024,Tuesday,13:23:07,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU4083954,ESL,9/20/2024,9/20/2024,Friday,1:25:59,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU5209574,MLH,11/1/2024,11/1/2024,Friday,11:33:11,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU5414206,APL,10/6/2024,10/6/2024,Sunday,3:08:44,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU4081326,MLH,8/3/2024,8/3/2024,Saturday,23:32:23,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU6331364,NVSL,1/16/2024,1/16/2024,Tuesday,5:45:18,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
ESDU7072690,ESL,9/11/2024,9/11/2024,Wednesday,18:02:21,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
GCSU5568242,ESL,12/11/2024,12/11/2024,Wednesday,22:59:04,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
WIKU2704096,MLH,4/25/2024,4/25/2024,Thursday,16:09:33,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
WIKU1550357,APL,8/18/2024,8/18/2024,Sunday,13:00:13,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU8892729,ESL,2/27/2024,2/27/2024,Tuesday,9:23:44,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU3530917,HLL,2/5/2024,2/5/2024,Monday,0:09:17,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU4835063,NVSL,10/30/2024,10/30/2024,Wednesday,2:25:28,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU3939351,MLH,3/28/2024,3/28/2024,Thursday,8:05:42,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU6750420,ESL,5/31/2024,5/31/2024,Friday,18:15:25,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
TRLU4587246,HLL,4/25/2024,4/25/2024,Thursday,13:32:54,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU1448638,ESL,5/21/2024,5/21/2024,Tuesday,23:54:38,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
WIKU8722617,NVSL,9/7/2024,9/7/2024,Saturday,11:26:17,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU6244916,MLH,5/19/2024,5/19/2024,Sunday,5:52:00,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU9323027,ESL,8/13/2024,8/13/2024,Tuesday,17:54:11,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU6346627,HLL,11/25/2024,11/25/2024,Monday,7:51:08,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU8465292,APL,6/26/2024,6/26/2024,Wednesday,9:25:47,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
GCSU7138793,HLL,6/3/2024,6/3/2024,Monday,4:26:36,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU2972517,ESL,4/30/2024,4/30/2024,Tuesday,4:52:27,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU5669116,MLH,2/10/2024,2/10/2024,Saturday,18:22:30,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU2101431,NVSL,5/26/2024,5/26/2024,Sunday,9:12:10,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU2684820,ESL,9/29/2024,9/29/2024,Sunday,13:48:47,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU6067523,APL,8/16/2024,8/16/2024,Friday,17:50:40,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU7977798,HLL,2/20/2024,2/20/2024,Tuesday,14:35:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU5899176,NVSL,10/16/2024,10/16/2024,Wednesday,12:52:14,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment
WFHU1321132,MLH,6/12/2024,6/12/2024,Wednesday,19:31:24,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
WIKU5530785,APL,10/1/2024,10/1/2024,Tuesday,15:30:02,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU8797326,ESL,3/21/2024,3/21/2024,Thursday,4:07:33,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
WFHU5983245,NVSL,1/10/2024,1/10/2024,Wednesday,5:42:36,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU9181014,NVSL,6/11/2024,6/11/2024,Tuesday,21:15:18,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU4166249,MLH,2/3/2024,2/3/2024,Saturday,20:04:55,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU5798668,NVSL,11/1/2024,11/1/2024,Friday,5:32:23,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU3666874,HLL,12/21/2024,12/21/2024,Saturday,20:12:34,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU2909427,APL,6/14/2024,6/14/2024,Friday,6:12:24,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU6858711,ESL,10/9/2024,10/9/2024,Wednesday,11:13:36,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU9138700,APL,8/28/2024,8/28/2024,Wednesday,21:29:22,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU1850784,APL,5/11/2024,5/11/2024,Saturday,16:01:57,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU8742711,ESL,11/4/2024,11/4/2024,Monday,15:23:02,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU4799642,MLH,9/17/2024,9/17/2024,Tuesday,20:38:26,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU8520836,NVSL,8/9/2024,8/9/2024,Friday,23:37:17,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU3651689,HLL,9/13/2024,9/13/2024,Friday,16:17:02,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU2602776,HLL,4/15/2024,4/15/2024,Monday,19:02:30,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU8772426,MLH,9/3/2024,9/3/2024,Tuesday,23:47:39,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU2530624,ESL,2/28/2024,2/28/2024,Wednesday,21:35:48,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU8553781,ESL,11/13/2024,11/13/2024,Wednesday,9:02:51,AM,OT,Open Top,22U1,20,8'6'',8,Ventilated,No,MT,Empty
WFHU1043398,APL,5/11/2024,5/11/2024,Saturday,13:46:59,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU8430020,HLL,9/11/2024,9/11/2024,Wednesday,15:00:17,PM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU8286346,NVSL,4/6/2024,4/6/2024,Saturday,6:27:05,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU3966445,NVSL,10/27/2024,10/27/2024,Sunday,8:30:48,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU8352043,ESL,7/18/2024,7/18/2024,Thursday,9:31:01,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU3518664,NVSL,2/27/2024,2/27/2024,Tuesday,18:11:36,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU1575244,NVSL,3/9/2024,3/9/2024,Saturday,21:13:39,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
TRLU7909856,APL,2/19/2024,2/19/2024,Monday,21:24:58,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU7063916,NVSL,9/11/2024,9/11/2024,Wednesday,8:06:50,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4358633,HLL,5/3/2024,5/3/2024,Friday,18:38:19,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,T/S,Transhipment
WIKU6860813,APL,3/29/2024,3/29/2024,Friday,20:15:13,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
WFHU9672099,APL,3/16/2024,3/16/2024,Saturday,3:48:07,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU5842594,MLH,4/7/2024,4/7/2024,Sunday,7:58:06,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU6403928,NVSL,7/13/2024,7/13/2024,Saturday,8:53:28,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4199273,ESL,4/7/2024,4/7/2024,Sunday,18:46:17,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU8827285,NVSL,9/11/2024,9/11/2024,Wednesday,16:28:56,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4758753,ESL,12/21/2024,12/21/2024,Saturday,2:49:16,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU8807529,ESL,4/11/2024,4/11/2024,Thursday,23:41:58,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU3214343,ESL,7/12/2024,7/12/2024,Friday,13:25:17,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU7119462,APL,6/22/2024,6/22/2024,Saturday,4:30:17,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU1714733,ESL,4/27/2024,4/27/2024,Saturday,22:08:16,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU3803424,APL,8/19/2024,8/19/2024,Monday,17:37:51,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU4005602,NVSL,11/18/2024,11/18/2024,Monday,8:01:27,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU7831752,NVSL,6/1/2024,6/1/2024,Saturday,23:29:53,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU2540190,NVSL,1/18/2024,1/18/2024,Thursday,17:56:39,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
ESDU9018808,APL,10/14/2024,10/14/2024,Monday,12:00:15,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU6129866,MLH,10/26/2024,10/26/2024,Saturday,2:45:23,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,T/S,Transhipment
GCSU3313740,MLH,7/4/2024,7/4/2024,Thursday,19:59:52,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU6327261,ESL,1/11/2024,1/11/2024,Thursday,19:42:15,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU3834752,HLL,10/3/2024,10/3/2024,Thursday,17:58:18,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU1361911,APL,2/22/2024,2/22/2024,Thursday,6:38:46,AM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
TRLU5194772,NVSL,9/10/2024,9/10/2024,Tuesday,17:22:03,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU9674198,ESL,4/22/2024,4/22/2024,Monday,17:22:25,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU3365035,APL,1/19/2024,1/19/2024,Friday,18:20:57,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU6284496,MLH,5/2/2024,5/2/2024,Thursday,13:49:50,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU7278111,APL,7/14/2024,7/14/2024,Sunday,12:12:15,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU6272072,APL,7/22/2024,7/22/2024,Monday,2:15:07,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU4727998,ESL,4/18/2024,4/18/2024,Thursday,19:14:28,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WFHU2338797,ESL,2/28/2024,2/28/2024,Wednesday,7:21:33,AM,HRF,High Cubed Refrigerated,4530,40,9'6'',8,Refrigerated,No,MT,Empty
WFHU3236665,HLL,2/17/2024,2/17/2024,Saturday,21:36:28,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU1130007,HLL,2/7/2024,2/7/2024,Wednesday,1:50:55,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU6436450,APL,7/6/2024,7/6/2024,Saturday,1:02:16,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WIKU1949966,APL,8/21/2024,8/21/2024,Wednesday,16:35:54,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU3574847,NVSL,12/3/2024,12/3/2024,Tuesday,18:19:26,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU8501159,HLL,7/26/2024,7/26/2024,Friday,5:45:09,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU8633039,NVSL,1/6/2024,1/6/2024,Saturday,12:11:06,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU2052011,HLL,3/4/2024,3/4/2024,Monday,5:36:48,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU5567573,ESL,1/28/2024,1/28/2024,Sunday,6:40:00,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU1748954,ESL,9/8/2024,9/8/2024,Sunday,16:04:35,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
TRLU6143991,HLL,2/9/2024,2/9/2024,Friday,12:03:49,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU5061189,HLL,9/14/2024,9/14/2024,Saturday,8:43:34,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU6929189,MLH,8/15/2024,8/15/2024,Thursday,12:22:01,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU7083845,HLL,7/18/2024,7/18/2024,Thursday,1:38:10,AM,REF,Refrigerated,22R1,20,8'6'',8,Refrigerated and Heated,No,MT,Empty
TRLU3020512,ESL,2/5/2024,2/5/2024,Monday,17:32:05,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU4223480,HLL,2/9/2024,2/9/2024,Friday,17:03:54,PM,HRF,High Cubed Refrigerated,45R4,40,9'6'',8,Thermal,No,MT,Empty
ESDU8128483,NVSL,12/14/2024,12/14/2024,Saturday,21:06:35,PM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,T/S,Transhipment
ESDU2741923,APL,2/6/2024,2/6/2024,Tuesday,21:07:56,PM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU6819120,ESL,1/23/2024,1/23/2024,Tuesday,16:16:52,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU8107221,APL,4/10/2024,4/10/2024,Wednesday,14:02:11,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU5692883,NVSL,11/24/2024,11/24/2024,Sunday,3:03:57,AM,HC,High Cubed,45G0,40,9'6'',8,No Ventilation,No,EXP,Export Service
ESDU5692155,APL,3/8/2024,3/8/2024,Friday,8:41:19,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU2783249,ESL,1/23/2024,1/23/2024,Tuesday,3:56:17,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU3413986,APL,7/11/2024,7/11/2024,Thursday,1:37:36,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU1469555,NVSL,7/7/2024,7/7/2024,Sunday,8:09:06,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU9385338,APL,1/21/2024,1/21/2024,Sunday,3:20:42,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU4902813,MLH,1/23/2024,1/23/2024,Tuesday,23:09:49,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU4951079,HLL,3/8/2024,3/8/2024,Friday,2:27:19,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU3027043,APL,4/30/2024,4/30/2024,Tuesday,6:57:42,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU8658268,HLL,11/26/2024,11/26/2024,Tuesday,18:44:56,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU8108306,MLH,2/21/2024,2/21/2024,Wednesday,20:46:42,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU3568711,ESL,9/3/2024,9/3/2024,Tuesday,11:41:20,AM,STD,Standard,22G0,20,8'6'',8,No Ventilation,No,EXP,Export Service
TRLU7987194,APL,6/7/2024,6/7/2024,Friday,9:51:10,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
GCSU6901377,APL,1/30/2024,1/30/2024,Tuesday,2:21:51,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU6228129,APL,2/22/2024,2/22/2024,Thursday,5:15:04,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU1571980,NVSL,2/4/2024,2/4/2024,Sunday,2:11:54,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
WIKU1280163,ESL,12/28/2024,12/28/2024,Saturday,8:38:56,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
GCSU5475475,APL,10/22/2024,10/22/2024,Tuesday,14:47:12,PM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU4579807,NVSL,7/4/2024,7/4/2024,Thursday,23:39:26,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU2806652,NVSL,11/21/2024,11/21/2024,Thursday,2:55:03,AM,STD,Standard,2200,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU8999042,HLL,4/11/2024,4/11/2024,Thursday,13:38:33,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
TRLU8873035,APL,6/15/2024,6/15/2024,Saturday,5:19:15,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
WIKU2538965,APL,6/10/2024,6/10/2024,Monday,4:39:55,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU4968858,MLH,2/2/2024,2/2/2024,Friday,16:52:36,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
TRLU9890864,APL,7/17/2024,7/17/2024,Wednesday,23:54:59,PM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,T/S,Transhipment
TRLU7538352,HLL,8/7/2024,8/7/2024,Wednesday,9:29:37,AM,HRF,High Cubed Refrigerated,4532,40,9'6'',8,Refrigerated and Heated,No,MT,Empty
GCSU6430698,APL,3/9/2024,3/9/2024,Saturday,9:38:33,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU3393836,HLL,6/28/2024,6/28/2024,Friday,19:54:08,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU5046414,HLL,11/23/2024,11/23/2024,Saturday,7:19:05,AM,OT,Open Top,22U1,20,8'6'',8,Ventilated,No,MT,Empty
ESDU3428162,ESL,12/4/2024,12/4/2024,Wednesday,14:54:40,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU5335966,HLL,8/30/2024,8/30/2024,Friday,1:35:58,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
ESDU4091981,HLL,7/17/2024,7/17/2024,Wednesday,9:53:51,AM,HC,High Cubed,4510,40,9'6'',8,Ventilated,No,MT,Empty
TRLU6301804,ESL,10/25/2024,10/25/2024,Friday,11:42:09,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
GCSU3646320,NVSL,1/3/2024,1/3/2024,Wednesday,3:10:58,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WIKU4617900,APL,5/6/2024,5/6/2024,Monday,3:47:01,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU6047997,HLL,6/3/2024,6/3/2024,Monday,6:54:15,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU6924878,APL,5/17/2024,5/17/2024,Friday,5:27:01,AM,HC,High Cubed,45G1,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU9099306,HLL,11/24/2024,11/24/2024,Sunday,21:47:51,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
GCSU8502099,ESL,7/28/2024,7/28/2024,Sunday,18:20:22,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU4424075,NVSL,12/17/2024,12/17/2024,Tuesday,20:08:28,PM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,EXP,Export Service
WFHU7303550,MLH,2/18/2024,2/18/2024,Sunday,11:53:45,AM,HC,High Cubed,4500,40,9'6'',8,No Ventilation,No,MT,Empty
WFHU9592923,ESL,12/24/2024,12/24/2024,Tuesday,11:03:05,AM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,MT,Empty
ESDU7463818,APL,7/28/2024,7/28/2024,Sunday,16:37:00,PM,STD,Standard,22G1,20,8'6'',8,No Ventilation,No,EXP,Export Service
